,query,predicted_mql,actual_iMQL_phrased,INDEX
199,"Customer id's growth contribution to overall profits trend, last 10 days?","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'DIMENSION': {'Customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",199
200,Envelope profit drivers - what are they?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'drivers': [{'ENTITY': 'kda'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelope': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'drivers': [{'ENTITY': 'kda'}]}}",200
201,"Excluding Ireland, what is the growth contribution to overall profits for customer id in the last 10 days?","{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DERIVED MEASURE': {'growth contribution': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",201
202,2-month city discounts & quantities?,"{'MEASURE': {'discounts': [{'ENTITY': 'Discount'}], 'quantities': [{'ENTITY': 'Quantity'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'MEASURE': {'discounts': [{'ENTITY': 'Discount'}], 'quantities': [{'ENTITY': 'Quantity'}]}, 'DIMENSION': {'city': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'2-month': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",202
203,Monthly profit contribution trend for product name?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'monthly trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'Monthly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}], 'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}",203
204,What's the discount % correlation for guinea & furnishing in the last quarter?,"{'FILTER': {'furnishing': [{'ENTITY': 'Furnishings', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'discount % correlation': [{'ENTITY': 'correlation', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'FILTER': {'furnishing': [{'ENTITY': 'Furnishings', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'discount % correlation': [{'ENTITY': 'correlation', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",204
205,"Last quarter, which subcategories contributed least to discount % growth?","{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': '1'}], 'ADJECTIVE': ['least'], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'contribution to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': '1'}], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'discount % growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'Last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",205
206,When did product name's profits first peak?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first peak'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['first peak'], 'TONE': 'positive'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}",206
207,Last 10 days: top customer IDs based on profit growth rate?,"{'DIMENSION': {'customer ID': [{'ENTITY': 'Customer ID', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'DIMENSION': {'customer IDs': [{'ENTITY': 'Customer ID', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'profit growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'Last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",207
208,When was the least discount percentage growth for countries in the past 10 months?,"{'DIMENSION': {'countries': [{'ENTITY': 'Country'}]}, 'DERIVED MEASURE': {'discount percentage growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'ADJECTIVE': ['least'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}","{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': '1'}], 'TONE': 'negative'}]}, 'DERIVED MEASURE': {'discount percentage growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'past 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}",208
209,Which products have the lowest monthly profit growth?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'monthly profit growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'monthly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'products': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'growth': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'monthly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across months'}]}}",209
210,Last instance of 50k+ sales & <15k discounts?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '<15k', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last instance'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50000', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '15000', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'last instance': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last instance'}]}}",210
211,Ship mode % sales list?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'percentage': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sale': 'Sales'}]}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DERIVED MEASURE': {'percent': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'sales': 'Sales'}]}]}}",211
212,Subcategories with over 50k discount percentage?,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}}",{'DIMENSION': {'Subcategories': [{'ENTITY': 'Sub-Category'}]}},212
213,Annual growth rate of discount %?,"{'DERIVED MEASURE': {'annual growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'annual': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}","{'DERIVED MEASURE': {'growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'Annual': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}",213
214,Lowest envelope profit share in past 10 days?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelopes': 'Envelopes'}], 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelope': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}], 'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DERIVED MEASURE': {'share': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'envelope': 'Envelopes'}], 'APPLIED MEASURE': [{'profit': 'Profit'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'past 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",214
215,"Last year's 1st quarter: sales & profits by product, ship mode?","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}], 'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name'}], 'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DATE VARIABLE': {'1st quarter last year': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'quarter 1 last year'}]}}","{'error_output': '{\n    ""MEASURE"": {\n        ""sales"": [\n            {\n                ""ENTITY"": ""Sales"",\n                ""MEASURE CONSTRAINT"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ],\n        ""profits"": [\n            {\n                ""ENTITY"": ""Profit"",\n                ""MEASURE CONSTRAINT"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ]\n    },\n    ""DIMENSION"": {\n        ""product"": [\n            {\n                ""ENTITY"": ""Product Name"",\n                ""RANK"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ],\n        ""ship mode"": [\n            {\n                ""ENTITY"": ""Ship Mode"",\n                ""RANK"": [],\n                ""ADJECTIVE"": [],\n                ""TONE"": """"\n            }\n        ]\n    },\n    ""FILTER"": {},\n    ""DERIVED MEASURE"": {},\n    ""DATE VARIABLE"": {\n        ""Last year\'s 1st quarter"": [\n            {\n                ""ENTITY"": ""Order Date"",\n                ""CONVERTED TIME ELEMENT"": ""last year quarter 1""\n            }\n        ]\n    }\n}'}",215
216,"Customer IDs with more than $10,000 in profits?","{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'Customer IDs': [{'ENTITY': 'Customer ID'}]}}",216
217,"Last quarter, which subcategories had discount percentage above 50k?","{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'Last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",217
218,What's the change in profits over the last 10 days?,"{'DERIVED MEASURE': {'change': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'change': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",218
219,All ship modes (except Congo DR) - sale & discount trends?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}], 'discounts': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}","{'MEASURE': {'sale': [{'ENTITY': 'Sales'}], 'discount': [{'ENTITY': 'Discount'}]}, 'DIMENSION': {'ship modes': [{'ENTITY': 'Ship Mode'}]}, 'DATE VARIABLE': {'trends': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}",219
220,Last 10 days' top profit-contributing customer IDs?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer ID': [{'ENTITY': 'Customer ID', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '10'}]}]}, 'DERIVED MEASURE': {'contribution to growth': [{'ENTITY': 'contribution_to_growth', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profit': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer IDs': [{'ENTITY': 'Customer ID', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DATE VARIABLE': {'Last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",220
221,Which countries have the highest discount % share in 2,"{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'highest', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'discount % share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'2': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 days'}]}}","{'DIMENSION': {'countries': [{'ENTITY': 'Country', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}], 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DERIVED MEASURE': {'discount % share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",221
222,Last quarter: discount % & shipping cost per subcategory?,"{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}], 'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}], 'shipping cost': [{'ENTITY': 'Shipping Cost'}]}, 'DIMENSION': {'subcategory': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'Last quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}",222
223,Which subcategories have the least impact on discount percentage?,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contributing': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}}","{'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category', 'RANK': [{'RANK ADJECTIVE': 'least', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'impact': [{'ENTITY': 'kda', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}}",223
224,Last time Kenya sales >50k in 15 days?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'Last time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}",224
225,"What's the discount, sales, shipping in 2","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}], 'sales': [{'ENTITY': 'Sales'}], 'shipping': [{'ENTITY': 'Shipping Cost'}]}, 'DATE VARIABLE': {'2': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 days'}]}}","{'MEASURE': {'discount': [{'ENTITY': 'Discount'}], 'sales': [{'ENTITY': 'Sales'}], 'shipping cost': [{'ENTITY': 'Shipping Cost'}]}}",225
226,Projected yearly earnings?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DATE VARIABLE': {'yearly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}","{'MEASURE': {'earnings': [{'ENTITY': 'Profit', 'ADJECTIVE': ['projected'], 'TONE': 'positive'}]}, 'DATE VARIABLE': {'yearly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}",226
227,Discount percentage share trend for subcategories in 2 months?,"{'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'discount percentage share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}","{'DIMENSION': {'subcategories': [{'ENTITY': 'Sub-Category'}]}, 'DERIVED MEASURE': {'Discount percentage share': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'Discount percentage': 'Discount percentage'}]}]}, 'DATE VARIABLE': {'2 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 2 months'}]}}",227
228,"In the last 10 months, what's the annual trend for Haiti's discount % and sales?","{'MEASURE': {'sales': [{'ENTITY': 'Sales'}], 'discount %': [{'ENTITY': 'Discount percentage'}]}, 'DATE VARIABLE': {'last 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}], 'annual': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}]}}","{'MEASURE': {'discount %': [{'ENTITY': 'Discount percentage'}], 'sales': [{'ENTITY': 'Sales'}]}, 'DERIVED MEASURE': {'annual trend': [{'ENTITY': 'why', 'APPLIED MEASURE': [{'discount %': 'Discount percentage'}, {'sales': 'Sales'}]}]}, 'DATE VARIABLE': {'last 10 months': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}",228
229,Top ship mode with sales over 50k?,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'Top'}]}]}}","{'MEASURE': {'sales': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}}",229
230,Trend of discount % ratio: guinea vs furnishing?,"{'FILTER': {'furnishing': [{'ENTITY': 'Furnishings', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'discount % ratio': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount': 'Discount'}]}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}","{'FILTER': {'furnishing': [{'ENTITY': 'Furnishings', 'PARENT': 'Sub-Category'}]}, 'DERIVED MEASURE': {'discount % ratio': [{'ENTITY': 'ratio', 'RATIO FILTER': [{'furnishing': 'Furnishings'}], 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'DERIVED MEASURE CONSTRAINT': [{'COMPARISON VALUE': '', 'COMPARISON OPERATOR': ''}]}]}, 'DATE VARIABLE': {'trend': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'trend'}]}}",230
231,"Yearly growth rate of profits, past 10 days?","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}], 'ADJECTIVE': ['yearly']}]}, 'DATE VARIABLE': {'past 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}","{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DERIVED MEASURE': {'growth rate': [{'ENTITY': 'Growth Rate', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'Yearly': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across years'}], 'past 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}",231
232,Product name's top profit contribution - which date?,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profits': 'Profit'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}","{'DIMENSION': {'Product name': [{'ENTITY': 'Product Name', 'RANK': [{'RANK ADJECTIVE': 'top', 'RANK VALUE': '1'}]}]}, 'DERIVED MEASURE': {'contribution': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'profit': 'Profit'}]}]}, 'DATE VARIABLE': {'date': [{'ENTITY': 'Order Date'}]}}",232
